login,repo,path,status,depth,jvm_fit,category,lines,notes,reasoning,first_seen,last_seen
dyor,kmp-starter-project,skill.md,needs_review,2,high,framework,177,"Phased workflow for initializing KMP projects: stack choices (Navigation 3, Koin, Ktor, Firebase, Room, Coil), baseline validation, capability injection. Prescriptive template-based approach rather than deep pattern guidance.","This 177-line skill teaches a phased workflow for initializing production-ready KMP projects (stack selection, dependencies, baseline validation). JVM-specific and reusable, but more prescriptive workflow/template (following Google's blueprint) than deep skill guidance. Depth 2, not deep patterns. Borderline for found; needs_review due to prescriptive nature and moderate depth.",2026-06-27,2026-06-27
vanessamj99,LocalFirst,AGENTS.md,needs_review,2,high,framework,208,"Kotlin Multiplatform starter kit with architecture guidance (Clean Architecture layers: domain/data/presentation, Room entities, Ktor DTOs, Koin DI, platform skills for location/camera/notifications). Real JVM skill content beyond layout—teaches module boundaries, platform abstraction, offline-first patterns. Borderline because guidance is tied to this specific project structure; transferable patterns exist (KMP layering, Room/Ktor/Koin usage) but require extraction.","Teaches Kotlin Multiplatform architecture (Clean Architecture, Room, Ktor, Koin, platform skills) with concrete layering rules. Depth-2 guidance on module responsibilities and platform abstraction. Real JVM-fit skill, but project-coupled—would benefit from independence (extracted patterns doc) to be 'found'.",2026-06-27,2026-06-27
webmaxru,enonic-agent-skills,skills/enonic-app-manager/SKILL.md,needs_review,2,med,framework,90,,"Real procedural skill for Enonic XP (Java-based headless CMS) CLI commands and local development. Enonic XP is Java-based but niche in the JVM ecosystem compared to Spring/Quarkus. Substantive guidance (procedures, CLI patterns) but specialized platform. Fits JVM technically but outside mainstream Devoxx conference focus (Spring, Quarkus, microservices, cloud-native patterns).",2026-06-27,2026-06-27
ams0,cloudlab,AGENTS.md,needs_review,0,,,0,,Peek failed; unable to retrieve content. Could not fully evaluate; marking needs_review pending manual inspection.,2026-06-27,2026-06-27
mbellade,ai-dev-toolkit,skills/java-architect/SKILL.md,found,2,high,best-practices,84,,"Genuine, opinionated JVM best practices from a maintainer perspective: Safety (resource leaks, deadlocks, classloader leaks), Concurrency (thread-local storage, event-loop patterns), Code clarity (final params, ASCII-only), Testing (integration/unit balance), Performance (allocation awareness, avoid excessive streams/lambdas in hot paths, prefer method handles over reflection), Documentation (brief Javadoc). Meets depth requirement, high JVM-fit with strong signals, author credibility as Hibernate maintainer, fully transferable to any Java project.",2026-06-27,2026-06-28
myfear,the-main-thread,nebulatrack-testdata/.bob/skills/synthetic-test-data/SKILL.md,needs_review,1,high,testing,31,,"JVM-specific test data generation skill (Quarkus, Instancio, Datafaker) with working rules and boundary cases, but thin (31 lines) and embedded in a demo/testdata fixture directory. Real guidance on test data patterns and verification, but borderline depth.",2026-06-27,2026-06-27
brunoborges,fx2048,skills/notarized-javafx-macos/SKILL.md,found,2,high,tool,315,,"315-line skill for signing/notarizing macOS JavaFX releases using jpackage, jlink, hardened runtime, and Apple entitlements. Deep, opinionated guidance on JVM-specific desktop packaging. Strong signal: JavaFX, jpackage, jlink, DMG signing, and macOS Gatekeeper are JVM-native concerns.",2026-06-27,2026-06-28
brunoborges,gh-appmod,skills/assess/SKILL.md,needs_review,1,high,tool,36,,"36-line Java modernization assessment framework (Java version, framework versions, CVEs, migration candidates). JVM-focused guidance, but thin (under 50 lines) and high-level. Real but borderline for promotion; assess is a thin wrapper around assessment areas.",2026-06-27,2026-06-27
brunoborges,gh-appmod,skills/deploy/SKILL.md,needs_review,1,med,tool,32,,"32-line Azure deployment guidance for Java apps. Covers App Service, Container Apps, AKS, Spring Apps. JVM-adjacent but thin; more of a mapping/routing skill than deep methodology. Borderline for promotion.",2026-06-27,2026-06-27
brunoborges,gh-appmod,skills/java-11-to-17/SKILL.md,found,3,high,language,696,,"696-line comprehensive Java upgrade guide (Records, Sealed Classes, Pattern Matching, Switch Expressions, Text Blocks) with detailed migration patterns and code examples. Deep, opinionated guidance on Java language evolution across 4 major versions (11-17). Strong JVM skill.",2026-06-27,2026-06-28
brunoborges,gh-appmod,skills/java-17-to-21/SKILL.md,found,3,high,language,360,,"360-line Java 17-to-21 upgrade guide (Virtual Threads, Pattern Matching for switch, Record Patterns, Sequenced Collections). Deep methodical guidance on modern JVM concurrency and language features with code patterns. Core JVM skill.",2026-06-27,2026-06-28
brunoborges,gh-appmod,skills/java-21-to-25/SKILL.md,found,3,high,language,858,,"858-line Java 21-to-25 upgrade covering critical migrations (Security Manager removal, Unsafe deprecation, Flexible Constructors, Stream Gatherers, Class-File API, Scoped Values). Deep, authoritative guidance across 4 Java versions with migration patterns. Strong JVM skill.",2026-06-27,2026-06-28
brunoborges,gh-appmod,skills/java-8-to-11/SKILL.md,found,3,high,language,958,,"958-line comprehensive Java 8-to-11 upgrade (module system, removed Java EE/CORBA, var keyword, HTTP Client, factory methods). Deep, critical guidance for the largest JVM version jump with detailed migration patterns. Foundational JVM skill.",2026-06-27,2026-06-28
brunoborges,gh-appmod,skills/migrate/SKILL.md,needs_review,1,med,tool,36,,"36-line Azure migration framework for Java services (RabbitMQ→Service Bus, S3→Blob Storage, Oracle→PostgreSQL, LDAP→Entra ID). JVM-relevant but thin and high-level mapping. Borderline; more index than methodology.",2026-06-27,2026-06-27
brunoborges,gh-appmod,skills/upgrade/SKILL.md,needs_review,1,high,tool,36,,"36-line upgrade orchestration skill that references version-specific guides (java-8-to-11, java-11-to-17, etc.). Thin wrapper/index; points to real skills but provides minimal standalone guidance. Borderline for promotion.",2026-06-27,2026-06-28
Grinseteddy,SamplesDddMeetAi,Chapter04/Skills/BrainstormingSkill/SKILL.md,needs_review,2,low,design,148,"Devil's Advocate brainstorming skill: real, well-structured guidance on challenging ideas during ideation. High-quality design thinking skill but not JVM-specific. Marked needs_review rather than reject per rule 2: genuinely useful guidance, but missing JVM signal.","148-line skill teaching Devil's Advocate critique for brainstorming sessions. Substantive, reusable methodology grounded in group-creativity research (Osborn, Mullen, Paulus). Not JVM-specific, but a coherent design skill with pedagogical value. Prefer needs_review over silent rejection per rule guidance.",2026-06-27,2026-06-27
Grinseteddy,SamplesDddMeetAi,Chapter04/Skills/BusinessModelCanvasSkill/SKILL.md,needs_review,2,low,design,183,"Business Model Canvas Critic skill: Devil's Advocate critique of 9-block canvas for internal consistency and fidelity to brainstorming sessions. Well-grounded in Osterwalder & Pigneur. Real design skill, not JVM-specific.","183-line skill for critiquing Business Model Canvas designs. Substantive Devil's Advocate methodology checking internal consistency and fidelity to source sessions. High-quality design thinking, not JVM, so marked needs_review per rule 1 principle.",2026-06-27,2026-06-27
Grinseteddy,SamplesDddMeetAi,Chapter04/Skills/ImpactMappingSkill/SKILL.md,needs_review,3,low,design,279,"Impact Mapping Critic skill: 279 lines of Devil's Advocate critique of impact maps (WHY/WHO/HOW/WHAT levels), grounded in Adzic, Heath. Thorough methodology for stress-testing goal→actor→impact→deliverable chains. Real skill, not JVM.","279-line substantial skill for critiquing impact maps against Adzic's framework. Checks for untested assumptions and feature-factory failure modes. High-quality design methodology, not JVM-specific. Needs_review per rule guidance.",2026-06-27,2026-06-27
Grinseteddy,SamplesDddMeetAi,Chapter05/Skills/CapabilityMapCoreDomainChartSkill/SKILL.md,needs_review,2,low,design,140,"Capability Map Review orchestrator: runs Devil's Advocate critique and renders Core Domain Chart in one pass. Chains two existing skills. Real design skill, not JVM.",140-line orchestrator skill combining capability-map-critic and core-domain-chart-author. Substantive DDD/EA guidance on marking capabilities core/supporting/generic. Not JVM-specific. Needs_review preference per rules.,2026-06-27,2026-06-27
Grinseteddy,SamplesDddMeetAi,Chapter05/Skills/CapabilityMapSkill/SKILL.md,needs_review,2,low,design,269,"Capability Map Critic: Devil's Advocate critique of business capability maps, marking each as core/supporting/generic and checking against strategy (NSM, impact map, BMC). Grounded in TOGAF. Real EA skill, not JVM.",269-line skill for enterprise architecture capability mapping and classification. Substantive TOGAF-grounded methodology for finding mismatch between investment and strategy. Not JVM but high-quality design thinking. Needs_review over reject.,2026-06-27,2026-06-27
Grinseteddy,SamplesDddMeetAi,Chapter05/Skills/CoreDomainChartCreationSkill/SKILL.md,needs_review,2,low,design,147,"Core Domain Chart Author: renders Core Domain Chart as SVG per Nick Tune/DDD Crew style. Plots capabilities on differentiation × complexity axes. Real DDD visualization skill, not JVM.",147-line skill for visualizing core/supporting/generic domains using Core Domain Chart notation. Substantive DDD Crew methodology with svg rendering. Not JVM-specific but coherent design skill. Needs_review.,2026-06-27,2026-06-27
Grinseteddy,SamplesDddMeetAi,Chapter05/Skills/CoreDomainChartSkill/SKILL.md,needs_review,2,low,design,289,"Core Domain Chart Critic: Devil's Advocate critique of Core Domain Charts (Nick Tune style), checking placement logic and strategy alignment. Checked against BMC/capability maps. Grounded in Millett & Tune DDD patterns. Real skill, not JVM.","289-line skill for critiquing Core Domain Chart placements and investment implications. Substantive DDD Crew methodology checking for building generic, investment misalignment, and wrong subdomain selection. Not JVM but high-quality. Needs_review.",2026-06-27,2026-06-27
Grinseteddy,SamplesDddMeetAi,Chapter06/Skills/DomainStorytellingSkill/SKILL.md,needs_review,2,low,design,129,"Domain Story Interpreter: parses Domain Storytelling diagrams (Hofer/Schwentner pictographic notation) and produces prototype brief (domain model, state machines, flows, screens). Real DDD methodology, not JVM.",129-line skill for interpreting Domain Storytelling notation (numbered actor→activity→work-object diagrams) into prototype specifications. Substantive methodology respecting the intentional lack of branching in stories. Not JVM but coherent design skill. Needs_review.,2026-06-27,2026-06-27
Grinseteddy,SamplesDddMeetAi,Chapter08/Skills/EventStormingSkill/SKILL.md,needs_review,2,med,design,124,"Event Storming Interpreter: reads colored-sticky EventStorming boards and produces buildable brief with bounded contexts, domain model, aggregates, commands, policies. Grounded in Brandolini. Real DDD skill; EventStorming is used in JVM projects.","124-line skill for interpreting Alberto Brandolini's EventStorming notation into buildable architecture. Addresses orange-events, blue-commands, yellow-aggregates, policies, hotspots. Substantive DDD methodology. While EventStorming is used in JVM contexts, the skill itself is design-agnostic. Needs_review for med JVM fit.",2026-06-27,2026-06-27
cdavisafc,slack-utils,CLAUDE.md,needs_review,0,,,0,,Peek failed (corrupt or missing content). Cannot evaluate without file content. Marked needs_review as per task instructions.,2026-06-27,2026-06-27
dcaron,spring-cloud-gateway-tanzu-ui,CLAUDE.md,needs_review,0,,,0,,Peek failed (corrupt or missing content). Cannot evaluate without file content. Marked needs_review as per task instructions.,2026-06-27,2026-06-27
mp911de,sg-ready-pi,AGENTS.md,needs_review,0,,,0,,"Peek output truncated (3 stars, content partially visible). Cannot fully evaluate without complete file. Marked needs_review per task instructions.",2026-06-27,2026-06-27
mipo256,skills,technical-presentations/SKILL.md,needs_review,0,,,0,,Content not fully captured in peek output (1 star). Cannot evaluate without complete file. Marked needs_review per task instructions.,2026-06-27,2026-06-27
ThomasVitale,agents-skills-oci-artifacts-spec,examples/skills/upgrade-spring-boot/SKILL.md,found,2,high,framework,126,"Spring Boot upgrade automation skill using Arconia CLI and OpenRewrite recipes. Covers preview, apply upgrade, verbose output. Real, actionable JVM skill for Spring Boot version migrations.","126-line skill for upgrading Spring Boot projects to newer versions via Arconia CLI with OpenRewrite recipes. Automates dependency updates, deprecated API replacements, configuration adjustments. Spring Boot is core JVM framework (high fit). Substantive, reusable methodology with depth 2. Well-structured practical skill. Found.",2026-06-27,2026-07-03
WBurggraaf,VoxxedDays,skills/green-java-pr-report/SKILL.md,needs_review,0,,,0,,"Teaches transferable skill for auditing Java code performance and presenting examples with upstream evidence, but is thin (113 lines) and demo-coupled with hardcoded conference-specific paths. Genuine JVM content but questionable reusability outside conference/talk context.",2026-06-27,2026-06-27
DanielFloor,DevDiary,.github/skills/arc42-bootstrap/skill.md,needs_review,0,,,0,,"Substantial, well-crafted skill for architecture documentation generation with clear methodology, but completely technology-agnostic. No JVM focus—could apply equally to Python, Go, or any tech stack. Useful for developers but wrong category for JVM-centric conference.",2026-06-27,2026-06-27
anders-swanson,oracle-database-code-samples,skills/okafka-java-code/SKILL.md,needs_review,2,high,framework,46,"Real JVM skill on Oracle Kafka OKafka APIs for Java. Covers OKafka producer/consumer patterns, OSON serialization, Testcontainers validation, authentication/properties, transactional flows, Oracle AI Database integration. Substantive with concrete implementation rules. Thin at 46 lines; references external reference files for deeper patterns. Specialized to OKafka (niche topic). Borderline between found and needs_review; marking needs_review due to brevity and specialization.","Teaches Java development with Oracle Kafka APIs through OKafka, including producer/consumer setup, OSON JSON serialization, Testcontainers testing, and transactional patterns. High JVM fit (Oracle Database, Kafka, Testcontainers). Thin at 46 lines and specialized to OKafka—a niche topic—but contains actionable implementation guidance. Worthy of review but may need depth validation.",2026-06-27,2026-06-28
ascheman,jqa-eclipse-osgi-plugin,CLAUDE.md,needs_review,2,high,tool,177,,"CLAUDE.md mixes project-specific setup (Maven build, directory structure) with reusable jQAssistant plugin patterns (Cypher concepts, constraints, graph model design). The skill is OSGi/Eclipse analysis via jQA—clearly JVM-fit—but the transferability is reduced by repo-specific build guidance. Borderline project-doc with embedded skill patterns.",2026-06-27,2026-06-27
gtrefs,tdd-pbt-plugin,skills/red/SKILL.md,found,3,med,workflow,75,,Part of comprehensive TDD/PBT workflow bundle (10 interconnected SKILL.md files forming a complete teaching pipeline). This entry (Red phase) is a necessary phase in the workflow; cannot be evaluated in isolation per Rule 4. The bundle achieves high reusability and coherence as a unit.,2026-06-27,2026-06-27
gtrefs,tdd-pbt-plugin,skills/refactor/SKILL.md,found,3,med,workflow,76,,Part of comprehensive TDD/PBT workflow bundle. Refactor phase applies Simple Design Rules and APP mass calculations. Part of interconnected pipeline spanning 10 SKILL.md files including tutorial (1590 lines). Evaluated as unit per Rule 4.,2026-06-27,2026-06-27
gtrefs,tdd-pbt-plugin,skills/find-properties/SKILL.md,found,3,med,workflow,73,,"Part of comprehensive workflow bundle. Find-properties phase analyzes TDD implementation to identify properties for safety-net testing. Bridges TDD and property-based testing. Interconnected with implement-properties, part of larger 10-skill pipeline.",2026-06-27,2026-06-27
gtrefs,tdd-pbt-plugin,skills/implement-properties/SKILL.md,found,3,med,workflow,74,,"Part of comprehensive TDD/PBT workflow bundle. Implements one placeholder property at a time with analysis. Follows find-properties, supports Java (jqwik) and TypeScript (fast-check). Coherent pipeline member.",2026-06-27,2026-06-27
gtrefs,tdd-pbt-plugin,skills/property-list/SKILL.md,found,3,med,workflow,83,,Part of comprehensive workflow bundle. Initiates Property-First Development variant (property-list → property-red → property-green → refactor). Identifies and orders properties before implementation. Numbered skill in bundle—evaluated as unit per Rule 4.,2026-06-27,2026-06-27
gtrefs,tdd-pbt-plugin,skills/property-red/SKILL.md,found,3,med,workflow,82,,"Part of comprehensive workflow bundle. Property-red phase activates placeholder property, predicts failure, verifies counterexample. Second phase of Property-First Development cycle. Interconnected member of 10-skill pipeline.",2026-06-27,2026-06-27
gtrefs,tdd-pbt-plugin,skills/property-green/SKILL.md,found,3,med,workflow,88,,"Part of comprehensive workflow bundle. Property-green phase implements minimal code satisfying property for all generated inputs (unlike TDD green, hardcoding not acceptable). Interconnected with property-red, property-list, refactor. Numbered bundle skill.",2026-06-27,2026-06-27
gtrefs,tdd-pbt-plugin,skills/tutorial/SKILL.md,found,3,med,workflow,1590,,"Capstone of comprehensive TDD/PBT workflow bundle. Interactive guided walkthrough (1590 lines) teaching TDD, PBT Safety Net, or Property-First Development on toy Calculator problem. Supports Java (jqwik) and TypeScript (fast-check). Anchors the entire coherent, high-quality workflow suite.",2026-06-27,2026-06-27
debe,libpetri,CLAUDE.md,found,3,high,framework,223,"Multi-language Coloured Time Petri Net engine with formal verification. Java 25 implementation with virtual threads is core production code. Covers architecture (BitmapNetExecutor, PrecompiledNetExecutor), Z3-based verification, and reference semantics. Sophisticated JVM runtime guidance including async patterns, event systems, and structural design commitments for orchestration.",,2026-06-27,2026-06-27
debe,adk-libpetri,CLAUDE.md,needs_review,2,high,framework,185,"Adapts Google ADK orchestration core to use libpetri Petri Net runtime. Covers 7 stock subnets, PetriAgent adapter, and EventStore observability. Depth comparable to libpetri but this is an application/integration layer of the canonical libpetri (debe/libpetri, 18 stars). Canonical multi-language library is the promoted entry; this application variant is promoted-worthy but secondary.",,2026-06-27,2026-06-27
debe,libfindchars,CLAUDE.md,found,3,high,tool,315,"High-performance SIMD character detection library with Java 25 (JDK 25 with Vector API preview) and Rust implementations. Deep guidance on constraint solver, bytecode inlining, multi-module Maven architecture, and SIMD optimization. Comprehensive specification (73 requirements), build/benchmark commands, and performance targets. Sophisticated JVM-specific implementation details including Z3 solver integration and preview feature usage.",,2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/422-frameworks-quarkus-testing-integration-tests/SKILL.md,found,2,high,framework,66,"Quarkus integration testing with @QuarkusTest, Dev Services, Testcontainers, WireMock","Member of canonical cursor-rules-java bundle (410 stars). Quarkus integration testing with @QuarkusTest, Dev Services, Testcontainers, WireMock. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/423-frameworks-quarkus-testing-acceptance-tests/SKILL.md,found,2,high,framework,70,"Quarkus acceptance testing from Gherkin with BaseAcceptanceTest, Testcontainers","Member of canonical cursor-rules-java bundle (410 stars). Quarkus acceptance testing from Gherkin with BaseAcceptanceTest, Testcontainers. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/500-frameworks-micronaut-create-project/SKILL.md,found,2,high,framework,60,Micronaut Maven project creation via SDKMAN CLI,"Member of canonical cursor-rules-java bundle (410 stars). Micronaut Maven project creation via SDKMAN CLI. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/501-frameworks-micronaut-core/SKILL.md,found,2,high,framework,55,"Micronaut core DI, lifecycle, configuration patterns","Member of canonical cursor-rules-java bundle (410 stars). Micronaut core DI, lifecycle, configuration patterns. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/502-frameworks-micronaut-rest/SKILL.md,found,2,high,framework,50,"Micronaut REST API design with HttpClient, URI template","Member of canonical cursor-rules-java bundle (410 stars). Micronaut REST API design with HttpClient, URI template. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/503-frameworks-micronaut-validation/SKILL.md,found,2,high,framework,45,"Micronaut Bean Validation (@Valid, custom validators)","Member of canonical cursor-rules-java bundle (410 stars). Micronaut Bean Validation (@Valid, custom validators). Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/504-frameworks-micronaut-security/SKILL.md,found,2,high,framework,65,"Micronaut security (authentication, authorization, JWT)","Member of canonical cursor-rules-java bundle (410 stars). Micronaut security (authentication, authorization, JWT). Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/511-frameworks-micronaut-jdbc/SKILL.md,found,2,high,framework,50,Micronaut JDBC access patterns with connection pooling,"Member of canonical cursor-rules-java bundle (410 stars). Micronaut JDBC access patterns with connection pooling. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/512-frameworks-micronaut-data/SKILL.md,found,2,high,framework,70,"Micronaut Data repository patterns (JDBC, compilation)","Member of canonical cursor-rules-java bundle (410 stars). Micronaut Data repository patterns (JDBC, compilation). Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/513-frameworks-micronaut-db-migrations-flyway/SKILL.md,found,2,high,framework,48,Micronaut database migrations with Flyway,"Member of canonical cursor-rules-java bundle (410 stars). Micronaut database migrations with Flyway. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/514-frameworks-micronaut-kafka/SKILL.md,found,2,high,framework,60,Micronaut Kafka producer/consumer patterns,"Member of canonical cursor-rules-java bundle (410 stars). Micronaut Kafka producer/consumer patterns. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/515-frameworks-micronaut-mongodb/SKILL.md,found,2,high,framework,55,Micronaut MongoDB with Micronaut Data,"Member of canonical cursor-rules-java bundle (410 stars). Micronaut MongoDB with Micronaut Data. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/516-frameworks-micronaut-mongodb-migrations-mongock/SKILL.md,found,2,high,framework,50,Micronaut MongoDB migrations with Mongock,"Member of canonical cursor-rules-java bundle (410 stars). Micronaut MongoDB migrations with Mongock. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/521-frameworks-micronaut-testing-unit-tests/SKILL.md,found,2,high,framework,50,Micronaut unit testing with @MicronautTest,"Member of canonical cursor-rules-java bundle (410 stars). Micronaut unit testing with @MicronautTest. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/522-frameworks-micronaut-testing-integration-tests/SKILL.md,found,2,high,framework,60,Micronaut integration testing patterns,"Member of canonical cursor-rules-java bundle (410 stars). Micronaut integration testing patterns. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/523-frameworks-micronaut-testing-acceptance-tests/SKILL.md,found,2,high,framework,70,Micronaut acceptance testing from Gherkin,"Member of canonical cursor-rules-java bundle (410 stars). Micronaut acceptance testing from Gherkin. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/701-technologies-openapi/SKILL.md,found,2,med,tool,65,"OpenAPI 3.x contract design, validation, governance","Member of canonical cursor-rules-java bundle (410 stars). OpenAPI 3.x contract design, validation, governance. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/702-technologies-wiremock/SKILL.md,found,2,med,tool,55,WireMock HTTP stubbing patterns,"Member of canonical cursor-rules-java bundle (410 stars). WireMock HTTP stubbing patterns. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/703-technologies-fuzzing-testing/SKILL.md,found,2,med,tool,50,Fuzzing/property-based testing strategies,"Member of canonical cursor-rules-java bundle (410 stars). Fuzzing/property-based testing strategies. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/704-technologies-sql/SKILL.md,found,2,low,tool,45,SQL best practices for database design,"Member of canonical cursor-rules-java bundle (410 stars). SQL best practices for database design. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/705-technologies-nosql-mongodb/SKILL.md,found,2,low,tool,50,MongoDB schema design and patterns,"Member of canonical cursor-rules-java bundle (410 stars). MongoDB schema design and patterns. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/706-technologies-containers-docker/SKILL.md,found,2,low,tool,50,Docker containerization best practices,"Member of canonical cursor-rules-java bundle (410 stars). Docker containerization best practices. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/801-regulations-eu-ai-act/SKILL.md,found,3,high,regulation,122,"EU AI Act compliance for Java AI systems, governance controls","Member of canonical cursor-rules-java bundle (410 stars). EU AI Act compliance for Java AI systems, governance controls. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/802-regulations-dora/SKILL.md,found,3,med,regulation,100,DORA (Digital Operational Resilience Act) for Java enterprises,"Member of canonical cursor-rules-java bundle (410 stars). DORA (Digital Operational Resilience Act) for Java enterprises. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/803-regulations-gdpr/SKILL.md,found,3,med,regulation,90,GDPR compliance for data-driven Java applications,"Member of canonical cursor-rules-java bundle (410 stars). GDPR compliance for data-driven Java applications. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/804-regulations-eu-nis2/SKILL.md,found,3,med,regulation,95,NIS2 directive compliance for critical infrastructure,"Member of canonical cursor-rules-java bundle (410 stars). NIS2 directive compliance for critical infrastructure. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/805-regulations-eu-cyber-resilience-act/SKILL.md,found,3,med,regulation,88,EU Cyber Resilience Act for software products,"Member of canonical cursor-rules-java bundle (410 stars). EU Cyber Resilience Act for software products. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-27
jabrena,cursor-rules-java,skills/806-regulations-eu-data-act/SKILL.md,found,3,med,regulation,85,EU Data Act compliance for data services,"Member of canonical cursor-rules-java bundle (410 stars). EU Data Act compliance for data services. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/807-regulations-eu-digital-services-act/SKILL.md,found,3,med,regulation,90,EU Digital Services Act platform obligations,"Member of canonical cursor-rules-java bundle (410 stars). EU Digital Services Act platform obligations. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-28
jabrena,cursor-rules-java,skills/808-regulations-eu-digital-markets-act/SKILL.md,found,3,med,regulation,88,EU Digital Markets Act for gatekeepers,"Member of canonical cursor-rules-java bundle (410 stars). EU Digital Markets Act for gatekeepers. Depth 2-3 guide with concrete patterns, workflow steps, and reference docs. Substantive JVM guidance (framework, technology, or regulatory control).",2026-06-27,2026-06-27
jabrena,cursor-rules-examples,.agents/skills/014-agile-create-user-story/SKILL.md,needs_review,1,low,workflow,40,Agile user story creation workflow,"Member of cursor-rules-examples bundle (0 stars, appears to be workshop variant). Agile user story creation workflow. Numbered workflow skill in examples repo; if this duplicates canonical guidance from cursor-rules-java, should be promoted only once per rule 2's extension. Workflow content without JVM specificity suggests needs_review. Recommend comparison with cursor-rules-java canonical versions.",2026-06-27,2026-06-27
