login,repo,path,reason,reasoning,first_seen,last_seen
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-storage/SKILL.md,off-topic-service,"Real skill for Azure Storage operations (blobs, tables, queues). Azure service-specific — classified as off-topic-service.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-upgrade/SKILL.md,off-topic-service,"Real skill (91 lines) for upgrading Azure workloads (Functions Consumption→Flex, App Service→Container Apps, Redis tiers). Includes Azure Java SDK modernization guidance (com.microsoft.azure→com.azure). Despite Java references, guidance is Azure service-specific. Classified as off-topic-service.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.agents/skills/azure-validate/SKILL.md,off-topic-service,"Real skill (67 lines) for pre-deployment validation on Azure (config, infrastructure, RBAC, managed identity). Azure-specific validation — classified as off-topic-service.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.agents/skills/entra-agent-id/SKILL.md,off-topic-service,"Real, substantial skill (356 lines) for provisioning Microsoft Entra Agent Identity Blueprints and OAuth 2.0 token exchange. Cloud identity service-specific (Microsoft Entra, not JVM-focused). Classified as off-topic-service.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.agents/skills/entra-app-registration/SKILL.md,off-topic-service,Real skill for Microsoft Entra app registration. Cloud identity service-specific — not JVM development. Classified as off-topic-service.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/SKILL.md,off-topic-service,Real skill for Microsoft Foundry (AI agents platform on Azure). Cloud AI service-specific — not JVM development guidance. Classified as off-topic-service.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/finetuning/SKILL.md,off-topic-service,Sub-skill under microsoft-foundry for model fine-tuning. Azure Foundry service-specific — classified as off-topic-service.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/models/deploy-model/SKILL.md,off-topic-service,Sub-skill under microsoft-foundry for model deployment. Azure Foundry service-specific — classified as off-topic-service.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/models/deploy-model/capacity/SKILL.md,off-topic-service,Sub-skill for capacity management in model deployment. Azure Foundry service-specific — classified as off-topic-service.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/models/deploy-model/customize/SKILL.md,off-topic-service,Sub-skill for customizing model deployment. Azure Foundry service-specific — classified as off-topic-service.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.agents/skills/microsoft-foundry/models/deploy-model/preset/SKILL.md,review,real SKILL.md — classify JVM vs off-topic,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/algorithm-optimization/SKILL.md,off-topic-workflow,"Generic code review workflow skill for algorithm optimization. Could apply to any language (Java, Python, Go). Per eval rules, generic workflow skills not coupled to JVM are off-topic-workflow, not promotable. This is a single thin code-review step, not JVM-specific.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/auth-review/SKILL.md,off-topic-workflow,"Generic code review workflow for authentication patterns. Could apply to any project. Single thin workflow step, not JVM-focused. Classified as off-topic-workflow.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/caching-review/SKILL.md,off-topic-workflow,"Generic code review workflow for caching patterns. Applies to any language. Single workflow step, not JVM-specific. Classified as off-topic-workflow.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/complexity-analysis/SKILL.md,off-topic-workflow,"Generic code review workflow for complexity analysis. Could apply to any language. Single thin workflow step, not JVM. Classified as off-topic-workflow.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/create-spring-boot-java-project/SKILL.md,boilerplate,"While Spring Boot is JVM, this is a mere templating/scaffolding guide (163 lines) — mostly curl commands to download starter.zip and configuration snippets from start.spring.io. No reusable architectural or JVM-specific guidance. No opinions on patterns, testing, or frameworks. Classified as boilerplate template, not a promotable skill.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/dead-code-detection/SKILL.md,off-topic-workflow,"Generic code review workflow (Japanese template: detects unused variables, unreachable code, commented code). Could apply to any language. Single thin workflow step, not JVM-specific. Classified as off-topic-workflow.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/dependency-audit/SKILL.md,off-topic-workflow,"Generic security audit workflow (Japanese template: checks pom.xml, package.json, requirements.txt for CVEs). Could apply to any project. Single thin workflow step, not JVM-focused. Classified as off-topic-workflow.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/deprecation-check/SKILL.md,off-topic-workflow,"Generic code review workflow for deprecation detection. Could apply to any language. Single thin workflow step, not JVM-specific. Classified as off-topic-workflow.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/documentation-check/SKILL.md,project-doc,"Japanese template-style (21 lines) checklist for documentation status. Pure scaffolding: target repository variable, list of items to check. No reusable guidance on how to improve documentation.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/duplication-check/SKILL.md,project-doc,"Japanese template (19 lines) with placeholder for repository variable and generic bullet points. Scaffolding-only, no transferable skill content.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/exception-handling-review/SKILL.md,project-doc,Japanese template (21 lines) for exception handling review. Placeholder repository variable and bullet-point checklist. No concrete guidance.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/logging-review/SKILL.md,project-doc,Japanese template (21 lines) for logging review. Placeholder repository variable and bullet checklist. No transferable skill.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/memory-leak-check/SKILL.md,project-doc,Japanese template (20 lines) for memory leak detection. Placeholder and generic bullet points only. Pure scaffolding.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/n-plus-one-check/SKILL.md,project-doc,Japanese template (19 lines) for N+1 query detection. Placeholder + bullets. Scaffolding-only.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/secret-scan/SKILL.md,project-doc,Japanese template (21 lines) for secrets detection. Placeholder and bullet list only. Pure scaffolding.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/solid-check/SKILL.md,project-doc,Japanese template (21 lines) for SOLID principle checking. Placeholder and generic checklist. No real guidance.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/sql-injection-check/SKILL.md,project-doc,Japanese template (19 lines) for SQL injection checking. Placeholder + bullets. Scaffolding only.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/tech-stack-analysis/SKILL.md,project-doc,Japanese template (20 lines) for tech stack analysis. Placeholder and bullet checklist. No transferable guidance.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/vuejs3-review/SKILL.md,off-topic-tech,"57-line Vue.js 3 best practices skill covering Composition API, TypeScript, component design, state management (Pinia), performance, accessibility. Real, solid skill but entirely frontend-focused (Vue.js) with no JVM relevance.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/waf-cost-optimization/SKILL.md,off-topic-service,"Azure Well-Architected Framework Cost Optimization pillar review skill (54 lines). Real service-specific guidance for Azure cloud architecture and cost control, not JVM.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/waf-operational-excellence/SKILL.md,off-topic-service,Azure WAF Operational Excellence pillar review (54 lines). Azure-specific cloud architecture guidance; not JVM.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/waf-performance-efficiency/SKILL.md,off-topic-service,"Azure WAF Performance Efficiency pillar (54 lines). Cloud-specific, not JVM.",2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/waf-reliability/SKILL.md,off-topic-service,Azure WAF Reliability pillar (54 lines). Cloud architecture guidance; not JVM-relevant.,2026-06-27,2026-07-03
anishi1222,multi-agent-code-reviewer,.github/skills/waf-security/SKILL.md,off-topic-service,Azure WAF Security pillar (54 lines). Azure-specific guidance; not JVM.,2026-06-27,2026-07-03
Tingsters,Showtail,CLAUDE.md,project-doc,"38-line CLAUDE.md for Showtail project explaining parallel agent workflow, git worktree patterns, and safety rules. Pure project scaffolding (build rules, workflow guidance). Not a reusable skill.",2026-06-27,2026-07-03
uta8a,workbench,AGENTS.md,project-doc,"50-line AGENTS.md repository guidelines for monorepo (TypeScript linear-tools, Go prometheus-starter). Build commands, testing, commit conventions, security tips. Project scaffolding, not reusable skill.",2026-06-27,2026-07-03
uta8a,website,AGENTS.md,project-doc,"39-line AGENTS.md for multi-site Astro project. Architecture, rules, change policy, document precedence. Project scaffolding mixed with infrastructure requirements; not transferable skill.",2026-06-27,2026-07-03
uta8a,domain,AGENTS.md,project-doc,"53-line AGENTS.md for Cloudflare DNS Terraform project. Project structure, build/test commands, coding style, security tips. Infrastructure scaffolding, not reusable skill.",2026-06-27,2026-07-03
uta8a,curatedz,.codex/skills/check-ci-results/SKILL.md,off-topic-workflow,"33-line CI result checking skill using gh pr checks and gh run view. GitHub Actions workflow guidance, not JVM.",2026-06-27,2026-07-03
uta8a,curatedz,.codex/skills/codex-cli-rules/SKILL.md,off-topic-workflow,59-line Codex CLI rules (Starlark) authoring skill for command-prefix policies. Generic workflow/security policy tool; not JVM.,2026-06-27,2026-07-03
uta8a,curatedz,.codex/skills/gh-issue-create-and-edit/SKILL.md,off-topic-workflow,26-line GitHub issue CRUD skill. Generic workflow; not JVM.,2026-06-27,2026-07-03
uta8a,curatedz,.codex/skills/gh-issue-view/SKILL.md,off-topic-workflow,25-line GitHub issue viewing skill. Generic workflow; not JVM.,2026-06-27,2026-07-03
uta8a,curatedz,.codex/skills/gh-pr-creator/SKILL.md,off-topic-workflow,27-line GitHub PR creation skill. Generic workflow tool; not JVM.,2026-06-27,2026-07-03
uta8a,curatedz,.codex/skills/git-commit-formatter/SKILL.md,off-topic-workflow,"61-line Conventional Commits skill. Same as playground/.kiro/skills/commit-message/SKILL.md (entry 73)—duplicate generic git workflow skill, not JVM.",2026-06-27,2026-07-03
Ymmy833y,oqoa,AGENTS.md,project-doc,"120-line AGENTS.md for OQOA web app (TypeScript, Parcel, Tailwind, IndexedDB, Service Worker). Project structure, MVU + layered architecture, coding rules, setup commands. Heavy project scaffolding and architecture tied to this SPA—not a reusable skill.",2026-06-27,2026-07-03
Ymmy833y,memo-app,CLAUDE.md,project-doc,"75-line CLAUDE.md for MemoApp (browser note-taking SPA, Parcel, Tailwind, TOAST UI, IndexedDB, Service Worker). Project structure, architecture layers, tech stack, testing setup. Project-specific scaffolding; not JVM.",2026-06-27,2026-07-03
antonarhipov,sdd-demo,.agents/skills/spring-batch-6/SKILL.md,jvm-collection,"Spring Batch 6.x expert guidance is a real, high-value JVM skill (218 lines, covers 6.x APIs, migration, debugging). However, this is a member of a found collection: agentskills/spring-batch-6 (13 stars) is the canonical. Per Rule 2, same skills appearing in multiple repos are promoted once at the canonical (dedicated collection, highest stars). The sdd-demo version (3 stars) is a workshop variant.",2026-06-27,2026-06-28
antonarhipov,sdd-demo,.claude/skills/spring-batch-6/SKILL.md,jvm-collection,"Spring Batch 6.x is a legitimate JVM skill (218 lines, expert guidance on writing, migrating, debugging batch jobs). However, per Rule 2, when the same skill appears in multiple repos, promote only at the canonical location: agentskills/spring-batch-6 (13 stars, dedicated skills collection). The demo-repo location (Rule 1 exception does not override Rule 2's single-promotion principle for duplicates).",2026-06-27,2026-06-28
antonarhipov,midifx,.agents/skills/grill-me/SKILL.md,off-topic-workflow,"Generic agent workflow: relentless interviewing about a plan or design. No JVM content, no transferable JVM guidance. A single thin workflow step per Rule 5.",2026-06-27,2026-06-28
antonarhipov,agentskills,defend-your-pr/SKILL.md,off-topic-workflow,"Comprehensive PR review protocol teaching skeptical code review, interrogation, and design judgment—but entirely generic to any language/framework. Per Learnings (2026-06-27 jPrime): even 130-line well-developed non-JVM skills (e.g., PR-defense guide) are off-topic-workflow regardless of depth. Could lift this verbatim into Python/Go/JS without change.",2026-06-27,2026-06-28
antonarhipov,agentskills,review-prototype/SKILL.md,off-topic-workflow,"A METHOD skill for structuring prototype review surfaces (verdict-first funnel, trust-based drilling, staged disclosure). Teaches UI/UX decision-making for review flows, not JVM development. Applies equally to Node/Python/Rust projects.",2026-06-27,2026-06-28
antonarhipov,antonarhipov.github.com,.junie/skills/business-analyst/SKILL.md,off-topic-workflow,"Generic persona definition teaching an agent to act as a business analyst gathering requirements. No reusable JVM guidance; not a skill but a role prompt. Would be project-doc if tied to a specific project, but this is bare persona scaffolding.",2026-06-27,2026-06-28
antonarhipov,antonarhipov.github.com,.junie/skills/plan-generator/SKILL.md,off-topic-workflow,"Teaches how to decompose specs into phases, tasks, dependencies, and checkpoints. Generic dev planning workflow, no JVM content. Could apply to any tech stack.",2026-06-27,2026-06-28
antonarhipov,antonarhipov.github.com,.junie/skills/qa-architect/SKILL.md,off-topic-workflow,"Role-based instruction for writing behavior-focused acceptance criteria in a standard format. No JVM knowledge; transferable to any project. Bare role definition, not a skill.",2026-06-27,2026-06-28
antonarhipov,antonarhipov.github.com,.junie/skills/software-architect/SKILL.md,off-topic-workflow,"Agent persona instruction to define constraints covering project structure, component design, tech decisions, code style, and testing strategy. No JVM-specific patterns; framework-agnostic role prompt.",2026-06-27,2026-06-28
antonarhipov,antonarhipov.github.com,.junie/skills/specification-reviewer/SKILL.md,off-topic-workflow,"Specification review protocol covering completeness, consistency, implementability, testability—no JVM content. Generic development practice applicable to any language/framework.",2026-06-27,2026-06-28
antonarhipov,kotlinconf-sdd,.claude/skills/grill-me/SKILL.md,off-topic-workflow,Standard grill-me skill for relentless design interrogation. No JVM content. Single thin workflow step.,2026-06-27,2026-06-28
antonarhipov,kotlinconf-sdd,.junie/skills/grill-me/SKILL.md,off-topic-workflow,"Generic workflow, no JVM signal. Duplicate of #11 in same repo (.claude variant). Single thin step.",2026-06-27,2026-06-28
antonarhipov,kotlinconf-sdd,.junie/skills/kotlin-language-features/SKILL.md,jvm-collection,"Same skill (423 lines, Kotlin 2.2-2.3 expert guidance) appears in two registries within kotlinconf-sdd repo (.claude and .junie). Both are canonical location (same repo, 12 stars). Counting both would violate Rule 2's single-promotion principle. Canonical selected: .claude variant as primary.",2026-06-27,2026-06-28
antonarhipov,sdd-workshop,.claude/skills/spring-batch-6/SKILL.md,jvm-collection,"Spring Batch 6.x expert guidance (228 lines, similar to canonical). However, per Rule 2, this skill is also in agentskills (canonical, 13 stars, dedicated collection repo) and etl-temperature-import (0 stars). Per Rule 1 learnings and Rule 2's single-promotion principle, workshop/teaching variants are not separate promotions—only the canonical version with highest stars/signal is found. sdd-workshop is a teaching variant of the agentskills canonical.",2026-06-27,2026-06-28
antonarhipov,sdd-workshop,.junie/skills/spring-batch-6/SKILL.md,jvm-collection,"Same spring-batch-6 skill, member of canonical collection at agentskills. Per Rule 2, promote once at canonical (13 stars). This is a teaching/workshop variant (2 stars).",2026-06-27,2026-06-28
antonarhipov,etl-temperature-import,.junie/skills/spring-batch-6/SKILL.md,jvm-collection,"Spring Batch 6.x skill embedded in an ETL example project. Same content as canonical agentskills/spring-batch-6 (13 stars). Example/demo projects should not be duplicate promotions. Per Rule 2, canonical is agentskills.",2026-06-27,2026-06-28
antonarhipov,etl-temperature-import,AGENTS.md,project-doc,"AGENTS.md defines task-list workflow, initialization steps, spec-reading patterns—all project-specific scaffolding (directory structure: spec/, src/, task tracking). Per Rule 3 (Learnings): hybrid project-docs mixing project-specific scaffolding (build commands, file paths, directory layout) with reusable patterns stay project-doc. The transferable workflow guidance is secondary to project-specific structure. Cannot extract unchanged into another project without referencing this project's spec/, constraints.md, acceptance_criteria.md files.",2026-06-27,2026-06-28
antonarhipov,notify-hub,.claude/skills/java-spring/SKILL.md,jvm-collection,"Real JVM skill on Java/Spring development standards (156 lines, concrete guidance on DDD, testing, mapping, transaction management). However, same skill appears at eshop-with-skills repo (5 stars, entry #20) with identical content. Per Rule 2, promote at canonical = highest stars. notify-hub (0 stars) is the member; eshop-with-skills (5 stars) is canonical.",2026-06-27,2026-06-28
antonarhipov,eshop-with-skills,CLAUDE.md,project-doc,"CLAUDE.md is project-specific scaffolding: build commands (./gradlew bootRun, ./gradlew test), database setup (Docker Compose, Flyway), tech stack (Spring Boot 3.5.5, PostgreSQL, Gradle 8.14.3), migration files, dependency locking. Per Rule 3 (Learnings): hybrid docs mixing project scaffolding with embedded patterns remain project-doc. Cannot extract the guidance unchanged into a different project without referencing this repo's compose.yaml, migration directory structure, etc.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/SKILL.md,off-topic-workflow,"Generic agent orchestration framework: routes commands to skills, resolves vault config, manages skill dependencies. No JVM content. The entire Xavier system (entries #22-39) teaches agentic workflows, agent management, skill composition—all applicable equally to Python/Node/Rust projects. Per Learnings (2026-06-27 Devoxx): 'JVM fit must be the subject, not an accident.' Xavier is subject-agnostic orchestration, not JVM-specific development.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/deps/multi-model-dispatch/SKILL.md,off-topic-workflow,"Internal Xavier utility for dispatching prompts to external LLMs (GPT, Gemini, etc.) and parsing stream-json output. Generic agent/LLM orchestration pattern, no JVM content. Framework-agnostic.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/add-dep/SKILL.md,off-topic-workflow,"Creates knowledge notes for Node.js packages—not applicable to JVM projects. Xavier is a Node-centric agent system (references package.json, npm, Node packages). Even as part of Xavier's coherent system, this is off-topic-workflow per Rule 5 learnings: single workflow/tool step without JVM signal.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/ask/SKILL.md,off-topic-workflow,"Generic code-question-answering workflow. While comprehensive (438 lines), it teaches how to orchestrate research, synthesize vault knowledge, and defer to background agents. No JVM guidance. Per Rule 5 learnings: 'even 130-line well-developed non-JVM skills...are off-topic-workflow regardless of depth.' Applies equally to Python/JS/Rust projects.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/babysit/SKILL.md,off-topic-workflow,"Generic PR management workflow. While well-developed (197 lines), teaches polling/automation patterns for CI/review cycles—no JVM specifics. Transferable to any GitHub project regardless of language.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/bug/SKILL.md,off-topic-workflow,Meta-tool for reporting Xavier bugs to upstream maintainer. Not a transferable skill; pure project support utility.,2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/deps-update/SKILL.md,off-topic-workflow,Node.js-specific utility for updating package documentation skills. Not applicable to JVM. Off-topic-workflow.,2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/export/SKILL.md,off-topic-workflow,"Utility for exporting Xavier vault notes to Obsidian. Meta-tool for the Xavier system, not a transferable JVM development skill.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/feedback/SKILL.md,off-topic-workflow,Meta-tool for sharing feedback on Xavier with upstream maintainers. Not a transferable development skill.,2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/grill/SKILL.md,off-topic-workflow,Generic design interrogation workflow. Teach how to interview users about plans using background research agents. No JVM content. Single workflow step with no language/framework specificity.,2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/investigate/SKILL.md,off-topic-workflow,"Generic debugging workflow: spawn parallel investigation agents across multiple axes (symptom, code, tests). Comprehensive (224 lines) but applicable to any language. Per Rule 5 learnings: depth does not override topic. No JVM signal.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/learn/SKILL.md,off-topic-workflow,"Generic architectural knowledge-capture workflow. Spawn agents to map architecture, decisions, dependencies into vault notes. While comprehensive (264 lines), teaches language/framework-agnostic codebase analysis. No JVM-specific patterns.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/loop/SKILL.md,off-topic-workflow,"Generic task decomposition workflow: break specs into phases, tasks, dependencies, checkpoints. No JVM content. Framework-agnostic planning tool.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/mark/SKILL.md,off-topic-workflow,Meta utility for managing Xavier vault file lifecycle. Not a transferable skill.,2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/prd/SKILL.md,off-topic-workflow,Generic product requirements documentation tool. Framework-agnostic.,2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/remove-dep/SKILL.md,off-topic-workflow,Node.js-specific utility. Off-topic for JVM.,2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/research/SKILL.md,off-topic-workflow,Generic research remora orchestration. Framework-agnostic agent workflow.,2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/review/SKILL.md,off-topic-workflow,Generic code review workflow. No JVM specificity.,2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/self-update/SKILL.md,off-topic-workflow,"Xavier is a personal AI vault system with generic workflow skills (update, setup, tasks, uninstall). While well-developed (477 lines), these are JVM-agnostic development utilities, not JVM skills. Per rule 5, individual workflow skills are off-topic regardless of depth.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/setup/SKILL.md,off-topic-workflow,"Xavier setup skill (222 lines) for configuring a personal AI vault. Generic development workflow, not JVM-specific.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/tasks/SKILL.md,off-topic-workflow,"Xavier task decomposition skill (163 lines). Generic PRD-to-tasks workflow, not JVM-specific.",2026-06-27,2026-06-28
atilafassina,xavier,xavier/skills/uninstall/SKILL.md,off-topic-workflow,"Xavier uninstall skill (48 lines). Thin utility for removing Xavier vault, off-topic-workflow.",2026-06-27,2026-06-28
atilafassina,workshop-fullstack-ai,.claude/skills/try-cli/SKILL.md,off-topic-tech,"Skill for testing a local TypeScript/React/Solid CLI scaffolder (@atilaf/create-app). JavaScript framework tooling, not JVM.",2026-06-27,2026-06-28
atilafassina,flight-data-viz,CLAUDE.md,project-doc,"Brief project-doc (18 lines) referencing Databricks AppKit packages. No transferable skill content, only project setup pointers.",2026-06-27,2026-06-28
atilafassina,atila.io,AGENTS.md,project-doc,"SolidJS project guide (37 lines). Build commands, code style, TypeScript conventions. No transferable skill.",2026-06-27,2026-06-28
atilafassina,instant-postgres-skill,AGENTS.md,project-doc,Project scaffold guide (30 lines) explaining skill directory structure and development workflow. No skill content.,2026-06-27,2026-06-28
atilafassina,instant-postgres-skill,CLAUDE.md,project-doc,Duplicate project-doc (30 lines) with same scaffold guidance. No reusable skill.,2026-06-27,2026-06-28
atilafassina,instant-postgres-skill,SKILL.md,off-topic-tech,Well-developed skill (196 lines) teaching PostgreSQL database provisioning via Neon. Postgres/SQL tooling is not JVM-specific.,2026-06-27,2026-06-28
atilafassina,crudy,CLAUDE.md,project-doc,"Project guide (63 lines) for SolidStart API testing tool. Architecture overview, build commands, environment setup. No transferable skill.",2026-06-27,2026-06-28
atilafassina,instagres-rs,AGENTS.md,project-doc,Rust project guide (48 lines) with build/test commands and architecture notes. No JVM content.,2026-06-27,2026-06-28
atilafassina,poke-start,AGENTS.md,project-doc,"SolidJS project guide (29 lines) with dev commands, code style, framework conventions. No skill content.",2026-06-27,2026-06-28
andreaTP,skill-compile-to-wasm,SKILL.md,off-topic-tech,"Comprehensive skill (449 lines) for compiling C, C++, Rust, Go, Zig to WebAssembly. Native language tooling, not JVM.",2026-06-27,2026-06-28
ia3andy,devoured,CLAUDE.md,project-doc,Project guide (137 lines) for a Node.js application. No transferable skill content.,2026-06-27,2026-06-28
chargome,skills,skills/present-findings-html/SKILL.md,off-topic-workflow,"Generic workflow skill (208 lines) for creating styled HTML reports/presentations from research findings. Developer workflow tool, not JVM-specific.",2026-06-27,2026-06-28
chargome,skills,template/SKILL.md,boilerplate,"Empty skill template (6 lines) with placeholder frontmatter. Test fixture, not a skill.",2026-06-27,2026-06-28
farisaziz12,portfolio-website,apps/web/CLAUDE.md,project-doc,"Email system architecture guide (133 lines) for an Astro/React project. Project-specific setup (Resend API, environment variables). Not transferable.",2026-06-27,2026-06-28
farisaziz12,tenderlane,CLAUDE.md,project-doc,"TypeScript payment library architecture doc (94 lines). Package structure, build commands, conventions. No independent skill.",2026-06-27,2026-06-28
farisaziz12,tenderlane,packages/client/CLAUDE.md,project-doc,Package-specific guide (61 lines) for @tenderlane/client. Framework-agnostic but tied to this project's state machine.,2026-06-27,2026-06-28
farisaziz12,tenderlane,packages/core/CLAUDE.md,project-doc,"Core package guide (77 lines). Type definitions, build structure. Project documentation, not standalone skill.",2026-06-27,2026-06-28
farisaziz12,tenderlane,packages/polar/CLAUDE.md,project-doc,"Provider adapter package guide (63 lines). Project-specific conventions, not transferable skill.",2026-06-27,2026-06-28
farisaziz12,tenderlane,packages/react/CLAUDE.md,project-doc,"React bindings package guide (51 lines). Framework binding documentation, no standalone skill.",2026-06-27,2026-06-28
farisaziz12,tenderlane,packages/stripe/CLAUDE.md,project-doc,Stripe provider package guide (74 lines). Payment provider integration patterns. Not transferable beyond this library.,2026-06-27,2026-06-28
harshil1712,think-with-apify,AGENTS.md,project-doc,Project guide (41 lines). Build/test commands and code style. No skill content.,2026-06-27,2026-06-28
harshil1712,402-mcp,AGENTS.md,project-doc,Project guide (41 lines). Generic project setup documentation.,2026-06-27,2026-06-28
harshil1712,swarmflare,AGENTS.md,project-doc,Project guide (41 lines). Development commands and project conventions.,2026-06-27,2026-06-28
harshil1712,status-page-serenade,AGENTS.md,project-doc,Project guide (44 lines). Build/dev commands and setup instructions.,2026-06-27,2026-06-28
harshil1712,email-agent-workshop-code,AGENTS.md,project-doc,Project guide (41 lines). Workshop project setup documentation.,2026-06-27,2026-06-28
harshil1712,agent-browsing,AGENTS.md,project-doc,"Project guide (34 lines). Build commands, code patterns for agent project.",2026-06-27,2026-06-28
harshil1712,ai-game-jam,AGENTS.md,project-doc,Project guide (34 lines). Development setup and game jam project conventions.,2026-06-27,2026-06-28
harshil1712,codeflare,AGENTS.md,project-doc,"Project guide (241 lines). Development commands, architecture overview, setup instructions. Project-specific documentation.",2026-06-27,2026-06-28
harshil1712,vinext-starter,.agents/skills/better-auth-best-practices/SKILL.md,off-topic-tech,"Auth best practices skill (166 lines) for Vite/JavaScript stack. Generic web development patterns, not JVM.",2026-06-27,2026-06-28
harshil1712,vinext-starter,.agents/skills/create-auth-skill/SKILL.md,off-topic-tech,"Auth implementation skill (321 lines) for JavaScript/TypeScript. Web framework patterns, not JVM.",2026-06-27,2026-06-28
harshil1712,vinext-starter,.agents/skills/email-and-password-best-practices/SKILL.md,off-topic-tech,"Authentication best practices skill (224 lines) for JavaScript/Vite stack. Generic web development, not JVM-specific.",2026-06-27,2026-06-28
harshil1712,vinext-starter,.agents/skills/frontend-design/SKILL.md,off-topic-tech,"Thin frontend design guide (42 lines) for Vite/UI development. CSS/HTML patterns, not JVM.",2026-06-27,2026-06-28
harshil1712,vinext-starter,AGENTS.md,project-doc,"Project guide (172 lines). JavaScript/Vite project setup, build commands, conventions.",2026-06-27,2026-06-28
harshil1712,assistant-pat,AGENTS.md,project-doc,Project guide (209 lines). AI assistant project setup and development commands.,2026-06-27,2026-06-28
harshil1712,vibe-video-generator,AGENTS.md,project-doc,Project guide (172 lines). Video generation project setup and architecture.,2026-06-27,2026-06-28
harshil1712,vibe-video-generator,CLAUDE.md,project-doc,"Project guide (227 lines). Build commands, environment setup, project structure for video tool.",2026-06-27,2026-06-28
harshil1712,core2-esp32-voice-assistant,CLAUDE.md,project-doc,"ESP32 embedded firmware setup guide (PlatformIO, hardware config, build commands). Not a reusable skill, and not JVM-related (embedded systems, not Java platform).",2026-06-27,2026-06-28
